wavelength,red,green,blue
400,9.85823991842632,7.67714181901431,48.8481749159944
401,9.85823991842632,7.67714181901431,48.8481749159944
402,9.85823991842632,7.67714181901431,48.8481749159944
403,9.59132764083286,7.67714181901431,50.3042680965539
404,9.32909134485705,7.41626545555647,51.629614984373
405,9.07140551382223,7.16586568140352,52.8425507195657
406,8.81813881552714,6.92549444956179,53.9219936761454
407,8.56910908374024,6.6947037130376,54.8945960321148
408,8.32446699548861,6.47329962805063,55.7298494905485
409,8.08446862360173,6.26177769808216,56.3674220049533
410,7.84937004090906,6.0604659695885,56.9080305671462
411,7.61886709021685,5.86968098018685,57.4540548142224
412,7.39218972144975,5.6897392674944,57.9209517283521
413,7.17000434093836,5.52095736912835,58.2700482669082
414,6.9530299019897,5.36365182270589,58.5978380568283
415,6.74157504943055,5.21813916584422,59.0008147250499
416,6.53241943431876,5.08473593616053,59.5265521498642
417,6.32638808256674,4.95950290027757,60.0606215413406
418,6.12557509987649,4.83761640550844,60.6175595912052
419,5.93207459195,4.72162857829969,61.2274421064863
420,5.74134755376515,4.61416661192481,61.9167379045135
421,5.54916918203899,4.51785769965731,62.6683228152954
422,5.36211920662375,4.43532903477068,63.468703921267
423,5.18683753302159,4.36920781053841,64.4600303133074
424,5.02820958997596,4.32212122023399,65.4540934146649
425,4.8785011214473,4.29960903599087,66.312802839608
426,4.73643448318345,4.30801964260074,67.2349205775878
427,4.60282832007583,4.34207134486088,68.0094799563852
428,4.47850163192008,4.39592984935892,68.6606739420881
429,4.36920200493963,4.46376086268253,69.2532267285155
430,4.27548889700399,4.53973009141935,69.7437759029339
431,4.19067626524416,4.61800324215704,70.1821020745374
432,4.10807806679113,4.69274602148326,70.61798585252
433,4.02558474852467,4.76290736300771,71.0921549097851
434,3.95831983173557,4.84722313669583,71.5347398017143
435,3.90127855604865,4.9458852723391,71.9582412971771
436,3.84642423483534,5.05606378090158,72.4123320555366
437,3.78582287462449,5.17492867334731,72.9366518553175
438,3.72501718558515,5.29964996064035,73.4938158683333
439,3.66948125886891,5.42739765374475,74.0705103971609
440,3.61688758366826,5.55534176362456,74.6637274488469
441,3.56490864917565,5.68065230124384,75.2984340890471
442,3.51189913540601,5.80049927756662,76.0012134165519
443,3.45943974540154,5.91151516416027,76.7007452964931
444,3.40869278398182,5.98788523854114,77.3438399662691
445,3.36068311517729,6.02703578907001,78.0356395204866
446,3.31627071906809,6.0433925167716,78.7283152631908
447,3.27109299581591,6.05138112267061,79.3556307281359
448,3.22545028243435,6.06542730779177,80.0194565326236
449,3.18293376924852,6.09995677315979,80.6848260101761
450,3.14713464658353,6.16939521979939,81.2796355523165
451,3.11614642631114,6.28816834873528,81.7420046241195
452,3.08107081696601,6.46618047781526,82.1330642905596
453,3.04802228993428,6.6230589600941,82.4730769243054
454,3.02386701948792,6.7480861424441,82.7555051237523
455,3.01450848924315,6.87268225728237,82.9738114872956
456,3.00914388814089,7.02826753702603,83.1028855301249
457,3.00659636687376,7.2462622140922,83.1245559106187
458,3.01184969404148,7.55808652089797,83.0792521688633
459,3.02988763824379,7.99516068986047,83.0088276070342
460,3.06251742968976,8.5889049533968,82.954709366859
461,3.10520068210305,9.35901502371541,82.8833921505768
462,3.15645825588422,10.2099368629096,82.7624244752149
463,3.21491961015806,11.1878785779925,82.606539694141
464,3.28052976372688,12.374682507033,82.4304711607225
465,3.36369900216553,13.7187694857841,82.2688828930212
466,3.4602948427108,15.2413603882098,82.1710183465453
467,3.56196649483437,16.9968642629898,82.0717259230909
468,3.66036316800791,18.9378919655788,81.8969020325758
469,3.76386988081249,21.0826296201256,81.5769951579056
470,3.8849583853197,23.5638376353926,81.2280753528335
471,4.01200230319431,26.4009480185201,80.870538425392
472,4.13323497907617,29.6620689467446,80.4224246396144
473,4.2419228113935,33.5067759579588,79.8015246445342
474,4.36156847367934,37.8285609528367,78.9364864394764
475,4.48738711214405,42.0739897407095,77.9178275603255
476,4.6078176568218,46.0285312825732,76.888031458316
477,4.71177246828125,49.5234089677201,75.7090887385224
478,4.81074622181473,53.1768940965675,74.4992641291483
479,4.91047674891193,56.9394390109643,73.2956949707033
480,5.00570332834763,60.6259213673952,72.0445361969172
481,5.09116523889663,63.2507810575233,70.7420971707211
482,5.16160464509426,65.4450615811844,69.4648459665088
483,5.21835422711863,67.777296466157,68.2708348269685
484,5.26765193029299,70.4576550729505,66.9409593781835
485,5.31577849023887,73.1780348550198,65.5640321076269
486,5.36901464257778,75.8457556379008,64.2444339580009
487,5.41304609009409,78.5083019971884,63.0827972579339
488,5.43628453352639,80.9041152026112,62.0146097199134
489,5.45238839809752,82.8741365944869,60.9023226848632
490,5.47502983482459,84.5742606483054,59.8262100978165
491,5.51788099472474,86.0622480286016,58.6613445132962
492,5.57665115756668,87.3125601883738,57.4459459376294
493,5.62174725634272,88.3908684037033,56.2073564318152
494,5.66794423144145,89.4172658791814,54.9360171007801
495,5.73219672525132,90.2696434523839,53.6199629734469
496,5.82602831226388,90.9834376758337,52.2737209900214
497,5.92319110521188,91.6100092046152,50.9771205911269
498,6.02496379118039,92.2007186938131,49.6918712543765
499,6.14048365669673,92.8069267985118,48.4153422848165
500,6.27888798828826,93.4165215150384,47.1315170316483
501,6.43753941457277,93.961711403979,45.8468667445976
502,6.60845598710502,94.4513284623362,44.5771812838602
503,6.79318089037378,94.8950040982535,43.3215804429579
504,6.99325778038429,95.3023697198743,42.0869108428061
505,7.21222715619976,95.6830567353421,40.854463118675
506,7.45792606125879,96.0466965528005,39.6101271615051
507,7.72358213192485,96.4029205803929,38.3719371106817
508,8.00060134282707,96.761360226263,37.1298917096413
509,8.2803896685946,97.1235293439793,35.8645127484251
510,8.57115129008642,97.4756175648638,34.613470339487
511,8.90574076263823,97.8122927280887,33.3560065167782
512,9.2680135320885,98.1285055588661,32.1515639430765
513,9.63896484030073,98.4192067824082,30.9779118098273
514,9.99958992913841,98.6793471239271,29.8320684796957
515,10.330884040465,98.9038773086349,28.7141680643987
516,10.6598353289731,99.0877480617438,27.6444876073385
517,11.0498753690399,99.225910108466,26.5946192358019
518,11.4457486721321,99.3287245747791,25.6167745681708
519,11.787925867059,99.4091553284033,24.7049677833606
520,12.0580912190185,99.4573206936599,23.844717186713
521,12.3391376105818,99.4632098035522,23.0495779880015
522,12.6191881058277,99.4167752225837,22.3350552603729
523,12.8787287042831,99.3133989841259,21.6898633233468
524,13.0982454054748,99.1580873981186,21.0789172599692
525,13.2582242089297,98.9566555820356,20.5431658421287
526,13.3477519167276,98.7149186533505,20.0720689464983
527,13.38597902441,98.438691729537,19.6066800913634
528,13.3886608905523,98.1337899280688,19.1548716067574
529,13.3709674903735,97.8060283664197,18.7692889838275
530,13.3430475587414,97.4612221620633,18.4128560028347
531,13.2460153973341,97.1051864324732,18.0476190670801
532,13.0889931075847,96.743464675461,17.6486180753565
533,12.9112944070239,96.3254894697712,17.2621872661549
534,12.7522330131826,95.8403695363727,16.8890520601428
535,12.5790828521296,95.3312972203181,16.5195173895461
536,12.3166178056439,94.84146486666,16.1438881865905
537,12.026266298438,94.3914651539939,15.7566918497511
538,11.7720863880961,93.9204050961242,15.3651528943768
539,11.6041699132552,93.4266332718674,14.9785271314256
540,11.4364377135548,92.9164428728826,14.606070147091
541,11.259724426286,92.3961270908289,14.2500805653129
542,11.097122148885,91.8719791173653,13.8980562459992
543,10.9717229787881,91.3502921441509,13.5526431216462
544,10.8754712935595,90.8373593628448,13.2174928065033
545,10.783652533217,90.3394739651061,12.8961361774965
546,10.7070217385431,89.8659230293225,12.5882278637609
547,10.6562177093815,89.4188719187127,12.2910909294928
548,10.6314879120683,88.9794771673337,12.002462492406
549,10.628369165599,88.528001323101,11.7200796702142
550,10.6443442783103,88.0472288186165,11.4409191083253
551,10.676896058539,87.5745958718708,11.1660851672933
552,10.7235073146216,87.1207034263432,10.900046278714
553,10.781660854895,86.6746480485048,10.6472752594683
554,10.8488394876957,86.2255263048264,10.4084524005007
555,10.9122737906815,85.762434761779,10.170201167915
556,10.9591262347556,85.2744699858337,9.93827977645984
557,11.0065840021992,84.7507285434612,9.72135890327827
558,11.0726398321579,84.1803070011325,9.52801947166552
559,11.1752864637768,83.5520462275996,9.35146934625428
560,11.2996066756823,82.8594395915783,9.18515638880535
561,11.3526991858102,82.1139865373556,9.03215700040544
562,11.3934537213071,81.3299406890482,8.89554758214128
563,11.4968895830329,80.5215556707723,8.78058430118303
564,11.7331329795752,79.7030851066447,8.69278527921955
565,11.9110973389597,78.8626562405654,8.62363084337485
566,12.0256324394599,77.9686124257591,8.56356505291462
567,12.2521718019744,77.0573088207938,8.50383959411343
568,12.7604228187766,76.1675248826792,8.46701473129787
569,13.4644984692226,75.3325845127409,8.45537780525368
570,14.3889233522912,74.53693100164,8.4527617780839
571,15.6898025151229,73.7560622372921,8.44299961189153
572,17.3829791988825,73.0631420236476,8.42479136392352
573,19.4724571087327,72.367017401739,8.42429484241658
574,21.9743138194295,71.5379029882425,8.43212865537735
575,25.2631292861523,70.5504555102853,8.43675599523569
576,29.439107934023,69.5421939419584,8.42802391283038
577,33.5412970269684,68.5111705356821,8.42252151918796
578,38.0190077433769,67.4712411308895,8.4229403364435
579,44.7893828787055,66.5438769477517,8.42191607340279
580,51.0401715342551,65.8208239871624,8.4120844388716
581,56.7342565589629,65.1719201245875,8.39418624910726
582,62.7707927861614,64.5125431170636,8.37854471627149
583,67.8365031714892,63.7604965561244,8.36125893544948
584,71.3943197400956,62.8335840333037,8.33801430632658
585,74.9163351116193,61.6662030841376,8.30556081066185
586,80.4748638529029,60.4690919668585,8.27180318082801
587,85.4919272597419,59.3617862115112,8.23614081991557
588,89.3137033665772,58.2716881095666,8.19457163352668
589,91.9078860118533,57.2722470006616,8.14309352726351
590,93.4931708865161,56.2541445019246,8.0811236530289
591,94.8019194486903,55.0967045008986,8.01240329744742
592,95.6118666423075,53.8539569343022,7.93763976291169
593,96.3457296208283,52.4920613247557,7.85750862858727
594,96.8606337300601,51.0446269269039,7.77116962336251
595,97.0782335548626,49.5664371702359,7.67041901182828
596,97.1534167232455,48.1284117396393,7.56004815912934
597,97.1895299081455,46.7949806638844,7.44747143524978
598,96.9873301279251,45.5354590890247,7.34010321017374
599,96.594063412275,44.2754673239978,7.22656521100454
600,96.1155502030947,43.0168502181836,7.09796539006964
601,95.6574668961051,41.7719193530721,6.96608960705277
602,95.088429242152,40.5283218159708,6.84272430798571
603,94.325068087222,39.2737046941869,6.73326046640012
604,93.5111591636675,37.9808764365736,6.61575821789487
605,92.7904782038407,36.6595430436792,6.4951562528503
606,92.0833212635451,35.3754809383919,6.38095127897391
607,91.2761995355737,34.1582226517139,6.28256960079481
608,90.5473257146959,32.9603977593218,6.19651540255269
609,89.8628329187485,31.7962863755883,6.11604242746765
610,89.1468645302093,30.6836034365266,6.04111689077666
611,88.4614255820644,29.6400638520286,5.9717050077167
612,87.8514539030866,28.6715544950967,5.90899483219722
613,87.2634472171419,27.7569636465267,5.85600516975438
614,86.7026405274568,26.8810279557265,5.80993713738345
615,86.1867899407916,26.060067081319,5.76750041125043
616,85.7143370041977,25.2905131640217,5.72556753094582
617,85.2722870621175,24.5655677173225,5.68794205351209
618,84.8474970950623,23.8784322547087,5.65622814696316
619,84.4287619386627,23.2223082896682,5.62866110426296
620,84.0582548309294,22.590553198116,5.60347621837544
621,83.7336117764447,21.9974046695203,5.57986911606177
622,83.4219310859549,21.4512252134835,5.55961917303566
623,83.090311070206,20.9457276681713,5.54302741693965
624,82.7470268475226,20.4746248717494,5.53027771315707
625,82.4561940959747,20.0316296623833,5.5213842671909
626,82.1839355731117,19.6104548782388,5.51377281081303
627,81.8918603128263,19.2048133574815,5.50819162767095
628,81.545639053277,18.8084179382771,5.50684003821889
629,81.1810733477415,18.4198034894058,5.51191736291105
630,80.8127095826051,18.05719297582,5.52380329539775
631,80.4352611148917,17.7201891738908,5.54001596403027
632,80.043441301625,17.4054034594654,5.56067615369616
633,79.6266240985864,17.1094472083912,5.58598916986746
634,79.1822243126069,16.8289317965155,5.61622237572034
635,78.7262039933978,16.5604685996858,5.65200350396242
636,78.2747970356787,16.3006689937492,5.69288230417432
637,77.8269268717074,16.0461443545533,5.73814716154365
638,77.3572983712992,15.7975463940156,5.78708646125802
639,76.8791763828686,15.565567163401,5.84092877061314
640,76.4075367934701,15.3480204684572,5.90112844382244
641,75.9503911838902,15.1415124920393,5.96597297386222
642,75.4938176062115,14.9427403858078,6.03372646944269
643,75.0364265823629,14.7524995809769,6.10362866625648
644,74.5781538982484,14.5726094209326,6.18064416535832
645,74.1195012592664,14.4037191530665,6.26310652356789
646,73.6729430659949,14.2464780247705,6.34781358404093
647,73.2350025986499,14.1015352834363,6.43156318993319
648,72.7941263575172,13.9695401764556,6.51796817501539
649,72.3387608428829,13.8511419512203,6.61048624951274
650,71.8691943830865,13.7469898551221,6.70548096271771
651,71.4028642185981,13.6574837673507,6.79931570011698
652,70.9326285136309,13.5790379343082,6.89060077940715
653,70.4502937809722,13.5111693149702,6.98710329432259
654,69.9480178410353,13.4550382204808,7.08656181165372
655,69.4267566864174,13.4118049619843,7.18508399983088
656,68.8929304991376,13.3826298506248,7.27882337816808
657,68.3523757661982,13.3686731975464,7.37136607147744
658,67.8109289746014,13.3710953138933,7.46542237178424
659,67.2646264178304,13.3910565108097,7.55877889420014
660,66.7048536950996,13.4298371690524,7.64922225383678
661,66.1407350441067,13.4889542673618,7.73570642590709
662,65.5761740726076,13.5672217384811,7.82106249871872
663,64.9925932335357,13.6629299955008,7.90514246892403
664,64.4014719729335,13.7743694515113,7.9874400271835
665,63.8189638712647,13.8998305196033,8.06745580444375
666,63.2357860272425,14.0376036128673,8.14516538515529
667,62.6465127683343,14.1859791443938,8.22096639215062
668,62.0591488436486,14.3432475272733,8.29520270947453
669,61.4802655506829,14.5109473728921,8.36821822117183
670,60.9038234314388,14.7060649789631,8.43942792047502
671,60.3291160116232,14.9210963506619,8.50727245463811
672,59.7577302041355,15.1437361525763,8.57313280722545
673,59.1865036608189,15.361681065608,8.63854197068979
674,58.6019769092801,15.582514559037,8.70482724950795
675,58.0194092319427,15.819410443094,8.76946031669063
676,57.4572887637398,16.0695800075661,8.83217320040821
677,56.8959875213916,16.3302345422406,8.89420285826778
678,56.3236009194934,16.5985853369046,8.95678624787642
679,55.7617132804843,16.8718436813454,9.01996759327448
680,55.2319089268039,17.1472208653501,9.08220487658382
681,54.7200207870693,17.4219281787059,9.1438901113866
682,54.2039604123895,17.6932554921358,9.20547327485347
683,53.7028465278288,17.9674167061485,9.26628773075085
684,53.2358669871023,18.2477879457278,9.31671892463434
685,52.7997957406973,18.5316094580626,9.36144678014847
686,52.3733312724676,18.816121490342,9.40927606332987
687,51.9671368293226,19.100058960119,9.46901154021517
688,51.5923169665456,19.387038379101,9.53773510622068
689,51.2572754715879,19.6772939822412,9.60531691372228
690,50.9475572252111,19.970669663394,9.67689164820247
691,50.6613047572747,20.2670093164138,9.7577186298403
692,50.401351511732,20.5661568351549,9.85159156423523
693,50.1705309325364,20.8679561134716,9.95156740092325
694,49.9677013580626,21.1722510452182,10.0569460451381
695,49.7899672593982,21.4788855242491,10.1690124005925
696,49.6383260560272,21.7877307206402,10.2890513709992
697,49.5137799064947,22.0988531121176,10.4174428734162
698,49.4172375952242,22.4124007467864,10.5535315810667
699,49.3485974702028,22.7285217166711,10.6970662185512
700,49.3073444636775,22.7285217166711,10.6970662185512
